"chronsim","res","noise","phenosim"
20.258607757045,-1.02766276489056,0.258607757044956,17.9446744702189
21.7896539967041,0.0383478952160416,0.789653996704146,21.0766957904321
22.9044523888733,2.10066851842227,0.904452388873324,26.2013370368445
23.4135053390637,-1.05636305189343,0.413505339063704,20.8872738962131
24.461851184722,-0.330655794820859,0.461851184722036,23.3386884103583
25.0574807615485,-0.515157639839309,0.0574807615485042,23.9696847203214
26.2400535319466,-0.511057598838899,0.240053531946614,24.9778848023222
27.2695889903698,0.124448756224652,0.269588990369812,27.2488975124493
28.3107984997332,0.190049412231212,0.31079849973321,28.3800988244624
29.0196831312496,0.559053102268112,0.0196831312496215,30.1181062045362
30.3950184201822,0.333550847245562,0.395018420182168,30.6671016944911
31.4743890336249,0.419651708254172,0.474389033624902,31.8393034165083
32.4489988365676,-0.802160509868009,0.448998836567625,30.395678980264
33.5028784561437,0.530352815265242,0.502878456143662,34.0607056305305
34.0753476251848,-2.25767506501356,0.0753476251848042,29.4846498699729
35.8209252988454,-1.27366522491516,0.820925298845395,32.4526695501697
36.3443672370631,1.18225933433043,0.344367237063125,38.3645186686609
37.3195093488321,-0.929261780880719,0.319509348832071,35.1414764382386
38.9804627110716,0.858356095298042,0.980462711071596,39.7167121905961
39.8759728004225,0.161349125228342,0.87597280042246,39.3226982504567
40.5996963719372,1.76446515638865,0.599696371937171,43.5289303127773
41.455963754328,-1.45816706993361,0.455963754327968,38.0836658601328
42.7461212561466,1.56356314736856,0.74612125614658,45.1271262947371
43.5108364271,-0.0518530067929785,0.510836427100003,42.896293986414
44.541275174357,-0.732459812861039,0.541275174356997,42.5350803742779
45.8304573746864,-1.96247211298404,0.830457374686375,41.0750557740319
46.1527361690532,0.505752569262782,0.152736169053242,47.0115051385256
47.6276163517032,-1.94197190798199,0.627616351703182,43.116056184036
48.232134304475,0.641053922276312,0.232134304475039,49.2821078445526
49.0755035595503,-0.232254810811019,0.0755035595502704,48.535490378378
50.514099303633,-0.724259730860219,0.514099303632975,48.5514805382796
51.657705584541,0.468852200259092,0.657705584540963,51.9377044005182
52.2470006453805,-0.0682531707946185,0.247000645380467,51.8634936584108
53.9512703514192,-0.0805532937958485,0.951270351419225,52.8388934124083
54.9543982793111,0.358151093248022,0.954398279311135,54.716302186496
55.6424230388366,-0.187154359806509,0.642423038836569,54.625691280387
56.6261995595414,2.6869743814809,0.626199559541419,61.3739487629618
57.4479787989985,-2.36837617202463,0.44797879899852,52.2632476559507
58.8985576285049,0.653354045277542,0.898557628504932,59.3067080905551
59.7508151975926,1.46106212235831,0.750815197592601,61.9221242447166
60.1786720685195,-1.74926998096272,0.178672068519518,56.5014600380746
61.9952297466807,-0.117453662799539,0.995229746680707,60.7650926744009
62.9104913615156,-1.46226711093402,0.910491361515597,59.075465778132
63.1473544719629,-1.58526834094632,0.147354471962899,59.8294633181074
64.7888530266937,-1.32286571692008,0.788853026693687,61.3542685661598
65.6148201923352,0.317150683243922,0.614820192335173,65.6343013664878
66.5502317626961,-0.174854236805279,0.550231762696058,65.6502915263894
67.5260613835417,-0.650458992852839,0.526061383541673,65.6990820142943
68.7289053474087,-1.36796616792459,0.728905347408727,65.2640676641508
69.1182119166479,-0.912861616879079,0.118211916647851,67.1742767662418
70.3112913754303,-0.703759525858169,0.311291375430301,68.5924809482837
71.4026705177967,0.0260477722148116,0.402670517796651,71.0520955444296
72.7097191265784,-0.572558213845049,0.70971912657842,70.8548835723099
73.6534870783798,-1.37616624992541,0.65348707837984,70.2476675001492
74.5251696670894,0.485252364260732,0.525169667089358,74.9705047285215
75.3128199982457,-0.744759935862269,0.312819998245686,73.5104801282755
76.6889607931953,-0.921061698879899,0.688960793195292,74.1578766022402
77.4263164312579,1.44876199935708,0.426316431257874,79.8975239987142
78.7260006901342,-1.20396452790819,0.726000690134242,75.5920709441836
79.368740000762,0.837855890295992,0.368740000762045,80.675711780592
80.6311255397741,1.89976650940218,0.631125539774075,83.7995330188044
81.9943448812701,-0.97436223188523,0.994344881270081,79.0512755362295
82.4635296461638,-0.871861206874979,0.463529646163806,80.25627758625
83.9569924403913,2.37537126544974,0.956992440391332,87.7507425308995
84.8371883120853,1.47336224535954,0.837188312085345,86.9467244907191
85.6928011716809,-0.691459402856939,0.692801171680912,83.6170811942861
86.803731525084,0.472952241259502,0.803731525084004,86.945904482519
87.7795965378173,-0.740659894861859,0.77959653781727,85.5186802102763
88.7026533987373,-0.0928534167970785,0.702653398737311,87.8142931664058
89.824263217859,0.161349125228342,0.82426321785897,89.3226982504567
90.9271809996571,0.00144752621235155,0.927180999657139,90.0028950524247
20.3296692504082,-0.0231527197901085,0.329669250408188,19.9536945604198
21.5602642395534,-0.113353621799129,0.560264239553362,20.7732927564017
22.7682112322655,-1.09326342089712,0.768211232265458,19.8134731582058
23.8231380530633,1.03875789931608,0.823138053063303,25.0775157986322
24.3741756218951,-0.174854236805279,0.37417562189512,23.6502915263894
25.836461791303,2.55167302846737,0.836461791303009,30.1033460569347
26.276515354868,-1.17116419990491,0.276515354868025,23.6576716001902
27.4896718887612,-0.593058418847099,0.489671888761222,25.8138831623058
28.4166768705472,-0.716059648859399,0.416676870547235,26.5678807022812
29.2174902432598,-1.76157010396395,0.217490243259817,25.4768597920721
30.7429925831966,0.686154373280822,0.74299258319661,31.3723087465616
31.5053188311867,1.42826179435503,0.505318831186742,33.8565235887101
32.9649347604718,-1.03176280589097,0.964934760471806,29.9364743882181
33.2163014155813,0.280250314240232,0.216301415581256,33.5605006284805
34.0805421236437,-0.502857516838079,0.0805421236436814,32.9942849663238
35.0510148839094,-0.420856696829879,0.0510148839093745,34.1582866063402
36.2350982206408,-0.215854646809379,0.235098220640793,35.5682907063812
37.738442703383,0.665654168278772,0.738442703383043,38.3313083365575
38.956921601668,-1.72466973496026,0.956921601668,34.5506605300795
39.1253959336318,1.05925810431813,0.125395933631808,41.1185162086363
40.189257895574,0.161349125228342,0.189257895573974,40.3226982504567
41.7474886246491,-0.150253990802819,0.747488624649122,40.6994920183944
42.5485932165757,0.468852200259092,0.548593216575682,42.9377044005182
43.677700747503,1.25606007233781,0.677700747502968,45.5121201446756
44.3357615622226,-0.351155999822909,0.335761562222615,43.2976880003542
45.6180037469603,-0.539757885841769,0.618003746960312,43.9204842283165
46.5629007299431,-1.00716255988851,0.562900729943067,43.985674880223
47.654858244583,2.81407565249361,0.654858244583011,52.6281513049872
48.2097764241043,-1.04816296989261,0.209776424104348,45.9036740602148
49.6580240167677,0.382751339250482,0.65802401676774,49.765502678501
50.2067860104144,1.5389629013661,0.206786010414362,53.0779258027322
51.9088301796,-0.482357311836029,0.908830179600045,50.0352853763279
52.7193415444344,0.542652938266472,0.719341544434428,53.0853058765329
53.9301639059559,1.27656027733986,0.930163905955851,55.5531205546797
54.6696160263382,-0.142053908801999,0.66961602633819,53.715892182396
55.6405719160102,-0.945661944882359,0.640571916010231,53.1086761102353
56.5157676946837,0.985457366310752,0.515767694683746,57.9709147326215
57.6092699619476,-1.67136920195493,0.609269961947575,53.6572615960901
58.2293597552925,-0.0723532117950285,0.229359755292535,57.8552935764099
59.6875387278851,-0.355256040823319,0.687538727885112,58.2894879183534
60.3118080410641,0.128548797225062,0.311808041064069,60.2570975944501
61.1503029640298,-0.211754605808969,0.150302964029834,60.5764907883821
62.4695881658699,-1.19576444590737,0.469588165869936,59.6084711081853
63.0950307874009,-0.498757475837669,0.0950307874009013,62.0024850483247
64.8237709575333,0.0998485102221917,0.82377095753327,64.1996970204444
65.5421314418782,1.55946310636815,0.542131441878155,68.1189262127363
66.9415989073459,-0.863661124874159,0.941598907345906,64.2726777502517
67.3056538936216,-1.19986448690778,0.305653893621638,64.6002710261844
68.4449906186201,-1.04816296989261,0.444990618620068,65.9036740602148
69.3867752233054,-0.101053498797899,0.386775223305449,68.7978930024042
70.6472404699307,-0.806260550868419,0.647240469930694,68.3874788982632
71.4339553376194,0.185949371230802,0.433955337619409,71.3718987424616
72.4875192365143,1.1289588013251,0.487519236514345,74.2579176026502
73.7685161419213,-0.941561903881949,0.768516141921282,71.1168761922361
74.8771192904096,-1.2080645689086,0.87711929040961,71.5838708621828
75.6755022031721,-1.8640711289742,0.675502203172073,71.2718577420516
76.838238021126,0.677954291280002,0.838238021126017,77.35590858256
